20924;JavaScript-1-3-Test-2;www.dotnetspider.com;http://www.dotnetspider.com/questions/Question7099.aspx
137723;CISCO-Test-35;odesktestsguide.blogspot.com;http://odesktestsguide.blogspot.com/
146269;209-PHP5-TEST;sheriframadan.com;http://sheriframadan.com/2012/10/a-closer-look-into-php-arrays/
69986;ASP-NET-with-SQL-Server-Test-199;arpctips.hubpages.com;http://arpctips.hubpages.com/hub/Aspquiz
153972;6724-3ds-Max-9-Test;www.askamathematician.com;http://www.askamathematician.com/2012/07/q-what-is-the-false-vacuum-and-are-we-living-in-it/
145331;Programming-with-C-plus-plus-Test-1517;social.msdn.microsoft.com;http://social.msdn.microsoft.com/forums/en-us/vclanguage/thread/CF07074C-E88B-4A97-B690-3E0ABFD67388
186514;Drupal-6-14-Test-7070;drupal.org;http://drupal.org/node/1262332
144806;Data-Structures-Test-30;engineeringoperations.blogspot.com;http://engineeringoperations.blogspot.com/
174546;Joomla-1-5-Test-6900;www.tutoronline.co.uk;http://www.tutoronline.co.uk/joomla.html
69176;209-PHP5-TEST;fusiongrokker.com;http://fusiongrokker.com/post/ternary-operators-the-better-alternative-to-else-if
20911;JavaScript-1-3-Test-2;read.pudn.com;http://read.pudn.com/downloads88/doc/338270/Javascript/Sample/jac/JSAppCookBook/ch02/questions.js__.htm
13100;Unix-Test-27;www.slideshare.net;http://www.slideshare.net/yoga.kathirvelu/unix-presentation
145261;Programming-with-C-plus-plus-Test-1517;odesk-test-solutions.blogspot.com;http://odesk-test-solutions.blogspot.com/2011/05/odesk-c-test-answers.html
188991;Software-Testing-Test-284;www.askqtp.com;http://www.askqtp.com/2009/11/istqb-sample-question-paper-33.html
145280;Programming-with-C-plus-plus-Test-1517;livejar.blogspot.com;http://livejar.blogspot.com/2012/06/c-skill-test-odesk.html
44188;111-Programming-with-C-Test;www.cplusplus.com;http://www.cplusplus.com/forum/beginner/39498/
152696;Google-Android-Programming-Test-6687;ankitjain.info;http://ankitjain.info/ankit/2012/08/18/odesk-google-android-programming-test/
70079;MySQL-5-0-Test-94;bdfrelancer.blogspot.com;http://bdfrelancer.blogspot.com/2010/08/odesk-test-answers-sql-test.html
72077;JavaScript-1-3-Test-2;www.landofcode.com;http://www.landofcode.com/css-tutorials/css-pseudo-elements.php
145264;Programming-with-C-plus-plus-Test-1517;robinsota.blogspot.com;http://robinsota.blogspot.com/2011/06/
168866;ASP-Net-3-5-using-C-sharp-Test-6840;msdn.microsoft.com;http://msdn.microsoft.com/en-us/library/system.datetimeoffset.aspx
144774;Data-Structures-Test-30;www.scribd.com;http://www.scribd.com/doc/46157696/CS301-Collection-of-Old-Papers
144324;2519-Ruby-on-Rails-Test;apidock.com;http://apidock.com/rails/ActionView/Helpers/PrototypeHelper/JavaScriptGenerator/GeneratorMethods
138488;AutoCad-2007-Test-6518;docs.autodesk.com;http://docs.autodesk.com/ACD/2013/ENU/files/GUID-3DE106E0-95E7-493C-9C03-8EA2BB6FA90C.htm
20953;JavaScript-1-3-Test-2;www.iteye.com;http://www.iteye.com/topic/245680
144425;14-Java-Test;www.aoa.gov;http://www.aoa.gov/
69908;SQL-Test-24;www.livejar.blogspot.com;http://www.livejar.blogspot.com/2012/07/odesk-answer-test-mysql-50-skill-test.html
70176;111-Programming-with-C-Test;arpctips.hubpages.com;http://arpctips.hubpages.com/hub/Aspquiz2
70176;111-Programming-with-C-Test;stackoverflow.com;http://stackoverflow.com/questions/2550197/whats-the-difference-between-entity-and-class
144742;Data-Structures-Test-30;programminglanguageforstudent.blogspot.com;http://programminglanguageforstudent.blogspot.com/2009/09/data-structure.html
154002;6724-3ds-Max-9-Test;docs.autodesk.com;http://docs.autodesk.com/3DSMAX/15/ENU/3ds-Max-Help/files/GUID-D8BE9AC0-63E6-4BDD-9E7E-91E701DE84C9.htm
168877;ASP-Net-3-5-using-C-sharp-Test-6840;msdn.microsoft.com;http://msdn.microsoft.com/en-us/library/ff647813.aspx
152715;Google-Android-Programming-Test-6687;ankitjain.info;http://ankitjain.info/ankit/
39751;SQL-Test-24;www.slideshare.net;http://www.slideshare.net/sudharsan2020/les10-3115792
20955;JavaScript-1-3-Test-2;www.blog.infonatics.com;http://www.blog.infonatics.com/tutorials/odesk-javascript-1-3-test.html
189005;Software-Testing-Test-284;www.slideshare.net;http://www.slideshare.net/nguyenhienkhmt2/thi-mu-1istqb
146266;209-PHP5-TEST;gallery.menalto.com;http://gallery.menalto.com/gallery_2_and_php5
67723;14-Java-Test;www.doeacc.edu.in;http://www.doeacc.edu.in/jsp/question/JUL2011/A101-R4.pdf
144771;Data-Structures-Test-30;www.scribd.com;http://www.scribd.com/doc/54669492/50756667-Data-Structure-Objective-Questions
152692;Google-Android-Programming-Test-6687;ankitjain.info;http://ankitjain.info/ankit/2012/08/18/odesk-google-android-programming-test/
171310;Adobe-Photoshop-CS4-Test-6856;pdesigner.net;http://pdesigner.net/photoshopcs/1_19_8_8.html
146263;209-PHP5-TEST;www.tunerpage.com;http://www.tunerpage.com/archives/122373
44218;111-Programming-with-C-Test;www.diranieh.com;http://www.diranieh.com/netcsharp/Classes.htm
152686;Google-Android-Programming-Test-6687;ankitjain.info;http://ankitjain.info/ankit/2012/08/18/odesk-google-android-programming-test/
137755;CISCO-Test-35;odesktestsguide.blogspot.com;http://odesktestsguide.blogspot.com/
154028;6724-3ds-Max-9-Test;docs.autodesk.com;http://docs.autodesk.com/3DSMAX/15/ENU/3ds-Max-Help/files/GUID-962C6E7D-F7A7-4245-A265-699FFD7A1C45.htm
21477;MySQL-5-0-Test-94;www.scribd.com;http://www.scribd.com/doc/98013554/ODesk-MySQL-Question
144684;Programming-with-C-Test-39;techvins.wordpress.com;http://techvins.wordpress.com/
144832;Data-Structures-Test-30;www.scribd.com;http://www.scribd.com/doc/38808185/15/Sample-Data-Structures-Questions-Chapter-15-Graphs
29110;ASP-NET-with-SQL-Server-Test-199;stackoverflow.com;http://stackoverflow.com/questions/8756023/difference-oninit-and-onload-in-asp-net
189010;Software-Testing-Test-284;www.slideshare.net;http://www.slideshare.net/nguyenhienkhmt2/thi-mu-1istqb
190434;Knowledge-of-jQuery-1-3-2-Skills-Test-7127;bugs.jqueryui.com;http://bugs.jqueryui.com/ticket/4324
188992;Software-Testing-Test-284;www.coolinterview.com;http://www.coolinterview.com/interview/33058/
44200;111-Programming-with-C-Test;www.csharphelp.com;http://www.csharphelp.com/2007/09/c-if-statements-switch-statements-for-loops-and-while-loops/
174622;CSS-3-Test-6901;www.blog.infonatics.com;http://www.blog.infonatics.com/articles/odesk-css3-test.html
174644;CSS-3-Test-6901;www.blog.infonatics.com;http://www.blog.infonatics.com/articles/odesk-css3-test.html
13067;Unix-Test-27;www.nielit.in;http://www.nielit.in/jsp/question/JAN2011/A8-R4.pdf
168909;ASP-Net-3-5-using-C-sharp-Test-6840;www.c-sharpcorner.com;http://www.c-sharpcorner.com/Forums/Thread/72700/
182685;Mechanical-IQ-Test-7012;www.wordiq.com;http://www.wordiq.com/definition/Cam
144400;2519-Ruby-on-Rails-Test;stackoverflow.com;http://stackoverflow.com/questions/11215463/with-the-ruby-on-rails-on-macosx
150128;Wordpress-Test-6652;www.scribd.com;http://www.scribd.com/doc/71305199/61759959-Wordpress-Test
69904;SQL-Test-24;answers.yahoo.com;http://answers.yahoo.com/question/index?qid=20110506195745AAurMh5
146589;Adobe-Photoshop-CS2-Test-3722;photoshop-flash-coreldraw-seo-help.com;http://photoshop-flash-coreldraw-seo-help.com/adobe-photoshop-help-tutorials/how-to-work-with-selections-in-photoshop.html
